neuma_instance_id,neuma_instance_url,brief_description,manuscript_id,manuscript_sequence,manuscript_short_title,manuscript_how_accessed,folio,melisma_type_id,page,feast,office_description,genre_description,lit_position,chant_incipit,cao,mode_name,melisma_word,melisma_type,neuma_id,neuma_sequence,melody_volpiano,melody_nhl,neuma_erased,prosula_name,HP_entry-checked,cao_chant_id,feast_id
1,http://cantusindex.org/id/g01260,"Kelly 1 , p. 49, off.concordance (NB off. is assigned to many other feasts, incl. St John the B)",1,\N,Romano-Frankish (Mass),\N,\N,0,\N,Joannis Evang. (Dec.27),Mass,Offertory,OfV2,Gloria et honore,\N,1,Eum,Terminal,1,1,hhgh-fhkhhgh-fhkhhg-hjhf-ghge-fgfd-fecd-ffdec-f-,\N,No,\N,Completely,\N,2740
2,http://cantusindex.org/id/g00774,"Kelly 2, p. 50, off. concordance",1,\N,Romano-Frankish (Mass),\N,\N,0,\N,Sabb. Hebd. 3 Quad. (),Mass,Offertory,OfV2,Gressus meos,\N,8,iniustitiA,Terminal,2,1,ghkh-hg-hijhg-hgf-g-dg-hkh-hg-dg-hkh-hg-dg-hijhg-hgf-gfe-fed-edc-dcd-fef-gijhgf-gfdc-ghgf-g-kkjhjkjh-,\N,No,\N,Completely,\N,1988
3,http://cantusindex.org/id/g00781,"Kelly 3, p. 52, off. concordance",1,\N,Romano-Frankish (Mass),\N,\N,0,\N,Dom. 4 Quadragesimae (),Mass,Offertory,OfV3,Laudate dominum,\N,2,hierusaLEM,Terminal,3,1,k-lmlk-l-jkl-jlkjg-h-gkkk-k-mlkh-kjhg-h-egh-kkh-kge-ghg-hk-egh-kkkh-h-kjhj-,\N,No,\N,Completely,\N,1641
4,http://cantusindex.org/id/g01239,"Kelly 4, p. 53, off. concordance lent",1,\N,Romano-Frankish (Mass),\N,\N,0,\N,Fer. 5 de Passione (),Mass,Offertory,OfV3,Super flumina,\N,1,hierusaLEM,Terminal,4,1,llk-lm-lmlh-l-mlk-nnn-lmlh-l-nonl-nnlk-nnl-l-nnk-mlk-kj-k-lml-ml-nnnl-k-khjkkl-,\N,No,\N,Completely,\N,1802
5,http://cantusindex.org/id/g01239,"Kelly 4, p. 53,  off.concordance post-pentecost",1,\N,Romano-Frankish (Mass),\N,\N,0,\N,Dom. 20 p. Pent. (),Mass,Offertory,OfV3,Super flumina,\N,1,hierusaLEM,Terminal,4,1,llk-lm-lmlh-l-mlk-nnn-lmlh-l-nonl-nnlk-nnl-l-nnk-mlk-kj-k-lml-ml-nnnl-k-khjkkl-,\N,No,\N,Completely,\N,1614
6,http://cantusindex.org/id/008440,"Kelly 4, p. 53, all. concordance",1,\N,Romano-Frankish (Mass),\N,\N,0,\N,Dom. 7 p. Pent. (),Mass,Alleluia,AlV,Alleluia Te decet,Alleluia Te decet hymnus deus (008440),7,hierusaLEM,Terminal,4,1,llk-l-mlk-nnn-lmlh-l-mlk-nnn-lml-l-nonl-nnlk-nnl-l-nnl-mlkkg-hkkj-k-mlkh-lklkkg-kkk-khg-hj-hhg-,\N,No,\N,Completely,8440,1651
7,http://cantusindex.org/id/g00557,"Kelly 5, p. 54, off. conc",1,\N,Romano-Frankish (Mass),\N,\N,0,\N,Nativitas Domini (Dec.25),Mass,Offertory,OfV3,Tui sunt caeli,\N,1,DEXtera,Terminal,5,1,dg-kjk-jkh-jkhg-hjge-g--g-kkhg-hjg-egf-edh--gg-gg-gjh-je-g-kkh-jgh-e-geg-,\N,No,\N,Completely,\N,2745
8,http://cantusindex.org/id/g00551,"Kelly 6, p. 55, off. conc",1,\N,Romano-Frankish (Mass),\N,\N,0,\N,Nativitas Domini (Dec.25),Mass,Offertory,OfV2,Deus enim firmavit,\N,8,diErum,Terminal,6,1,g-gd-ghk-kk-khjhg-k-kk-khjhg-hgf-hh-gkk-gjhg-gdg-hg-dgh-kkhg-gdf-ff-fd-gh-kkhg-dgh-kkhf-g-dghg-kkh-kkhg-j-dgh-kkh-kkhg-jhk-kkg-kkh-kkh-kkkh-kkh-kgf-g-,\N,No,\N,Completely,\N,2745
9,http://cantusindex.org/id/g01070,"Kelly 7, p. 56, off. conc lent",1,\N,Romano-Frankish (Mass),\N,\N,0,\N,Fer. 4 Hebd. 4 Quad. (),Mass,Offertory,OfV3,Benedicite gentes,\N,2,oratiOnis,Terminal,7,1,hhgf-h-dfdf-ff-fd-hh-hf-gge-fg-egijhg-hfd-f-ff-fe-gf-h-kkg-hkjh-fgh-kkh-kkhg-hijgf-ghff-fd-ghgf-fe-,\N,No,\N,Completely,\N,1784
10,http://cantusindex.org/id/g01070,"Kelly 7, p. 56, off. conc post-pentecost",1,\N,Romano-Frankish (Mass),\N,\N,0,\N,Dom. 5 p. Pascha (),Mass,Offertory,OfV3,Benedicite gentes,\N,2,oratiOnis,Terminal,7,1,hhgf-h-dfdf-ff-fd-hh-hf-gge-fg-egijhg-hfd-f-ff-fe-gf-h-kkg-hkjh-fgh-kkh-kkhg-hijgf-ghff-fd-ghgf-fe-,\N,No,\N,Completely,\N,1643
11,http://cantusindex.org/id/g00655,"Kelly 8, p. 56, off. conc.",1,\N,Romano-Frankish (Mass),\N,\N,0,\N,Dom. Quinquagesimae (),Mass,Offertory,OfV3,Benedictus es,\N,3,MEum,Terminal,8,1,khhg-hge-fg-egjhg-hfd-e-fe-ghgh-khhg-hge-fg-egjhg-hfd-e-ghfe-ghfe-efggf-gg-efgg-kkg-hh-g-kkg-hh-gh-kkkk-khgf-efd-dc-d-efef-efd-efggf-ghfd-gfe-f-dgfe-,\N,No,\N,Completely,\N,1686
12,http://cantusindex.org/id/g01239,"Kelly 9, p. 57, off. conc lent",1,\N,Romano-Frankish (Mass),\N,\N,0,\N,Fer. 5 de Passione (),Mass,Offertory,OfV2,Super flumina,\N,1,memineRO,Terminal,9,1,lkmnmk-l-kmnmk-l-nn-ol-nmk-l-kl-klhg-h-gh-kkh-kkl-kmnmk-l-nn-ol-nmk-l-kl-klhg-h-,\N,No,\N,Completely,\N,1802
13,http://cantusindex.org/id/g01239,"Kelly 9, p. 57, off. conc post-pentecost",1,\N,Romano-Frankish (Mass),\N,\N,0,\N,Dom. 20 p. Pent. (),Mass,Offertory,OfV2,Super flumina,\N,1,memineRO,Terminal,9,1,lkmnmk-l-kmnmk-l-nn-ol-nmk-l-kl-klhg-h-gh-kkh-kkl-kmnmk-l-nn-ol-nmk-l-kl-klhg-h-,\N,No,\N,Completely,\N,1614
17,http://cantusindex.org/id/g00871,"Kelly 11, p. 58 off. ",1,\N,Romano-Frankish (Mass),\N,\N,0,\N,Fer. 3 Maj. Hebd. (),Mass,Offertory,Of,Custodi me,\N,1,DOmine,Terminal,11,1,fh-ijhf-gfd-cf-fe-cf-fh-ijhf-gfd-defd-d-,\N,No,\N,Completely,\N,1757
26,http://cantusindex.org/id/g01302,"Kelly 24, p. 74 all. concordance",1,\N,Romano-Frankish (Mass),\N,\N,2,\N,Matthaei (Sep.21),Mass,Alleluia,Al,Alleluia Posuisti domine,\N,1,\N,Intonation,24,1,\N,\N,No,\N,Completely,\N,2555
55561,http://cantusindex.org/id/g01302,"Kelly 24, p. 74 all. concordance",1,\N,Romano-Frankish (Mass),\N,\N,2,\N,Matthaei (Sep.21),Mass,Alleluia,Al,Alleluia Posuisti domine,\N,1,\N,Intonation,41,1,\N,\N,No,\N,Completely,\N,2555
55562,http://cantusindex.org/id/g01302,"Kelly 24, p. 74 all. concordance",1,\N,Romano-Frankish (Mass),\N,\N,2,\N,Matthaei (Sep.21),Mass,Alleluia,Al,Alleluia Posuisti domine,\N,1,\N,Intonation,42,1,\N,\N,No,\N,Completely,\N,2555
55563,http://cantusindex.org/id/g01302,"Kelly 24, p. 74 all. concordance",1,\N,Romano-Frankish (Mass),\N,\N,2,\N,Matthaei (Sep.21),Mass,Alleluia,Al,Alleluia Posuisti domine,\N,1,\N,Intonation,43,1,\N,\N,No,\N,Completely,\N,2555
14,http://cantusindex.org/id/g00481,"Kelly 10, p. 58, off. all saints nb limited transmission",1,\N,Romano-Frankish (Mass),\N,\N,3,\N,Omnium Sanctorum (Nov.1),Mass,Offertory,Of,Iustorum animae,\N,1,AUtem,Other,10,1,dh-kkh-gijhjg-fgh-kkg-fh-gh-fhkgf-fdf-eg-hkhkh-hgh-f-,\N,No,\N,Completely,\N,2702
15,http://cantusindex.org/id/g00397,"Kelly 10, p. 58, off. st michael",1,\N,Romano-Frankish (Mass),\N,\N,3,\N,Michaelis (Sep.29),Mass,Offertory,Of,Stetit angelus,\N,1,asCENdit,Other,10,1,dh-kkh-gijhjg-fgh-kkg-fh-gh-fhkgf-fdf-eg-hkhkh-hgh-f-,\N,No,\N,Completely,\N,2558
16,http://cantusindex.org/id/g02180,"Kelly 10, p. 58, off. ascension",1,\N,Romano-Frankish (Mass),\N,\N,3,\N,Ascensio Domini (),Mass,Offertory,Of,Viri Galilaei,\N,1,ascenDENtem,Other,10,1,dh-kkh-gijhjg-fgh-kkg-fh-gh-fhkgf-fdf-eg-hkh-kh-hgh-f-,\N,No,\N,Completely,\N,1489
20,http://cantusindex.org/id/g00182,"Kelly 12, p. 62, all dulce lignum",1,\N,Romano-Frankish (Mass),\N,\N,3,\N,Inventio Crucis (May.3),Mass,Alleluia,AlV,Alleluia Dulce lignum,\N,8,\N,Other,12,1,\N,\N,No,\N,Completely,\N,2276
21,\N,"Kelly 12, p. 62 sequentia dulce lignum",1,\N,Romano-Frankish (Mass),\N,\N,3,\N,Inventio Crucis (May.3),Mass,Sequence,Seq,[Sequela 17: Dulce lignum],\N,unknown,\N,Other,12,1,e-gg-ghg-kjhh-g-%-kk-hkj-ghgf-hg-kjh-hg-$-dg-hkk-kh-kk-hkj-ghgf-hg-kjh-hg-$-l-mlk-hkjg-hg-fgh-jkhf-hf-$-hhg-hjh-hg-%,\N,No,\N,Completely,\N,2276
22,\N,"Kelly 13, p. 63, sequentia romana",1,\N,Romano-Frankish (Mass),\N,\N,3,\N,\N,Mass,Sequence,Seq,[Sequela 50: Romana],\N,unknown,\N,Other,13,1,cd-c-cd-fed-f-df-gh-hf-hhg-%-fgh-hg-hgf-h-hg-$-fed-fgh-hf-hijhg-hgf-h-hg-$-f-f-ghg-hjk-kjh-jhg-hf-ghg-$-gfg-jgh-jkh-ijhg-h-fhj-hhg-$-gf-g-j-j-hjk-kj-lkjhg-hghf-gh-hg-$-f-f-ghg-hjk-kjh-jhg-hf-ghg-$-gf-ghjhg-%,\N,No,\N,Completely,\N,0
23,\N,"Kelly 14, p. 64 sequentia Beatus vir qt",1,\N,Romano-Frankish (Mass),\N,\N,3,\N,\N,Mass,Sequence,Seq,[Sequela 7: Beatus vir qui timet],\N,unknown,\N,Other,14,1,c-eg-ge-egh-%-hg-kg-hhd-ffe-fec-edg-gfd-$-dhgfe-efgfed-fec-d-d-$-h-kjg-hklkjh-gk-kjg-hhd-ffe-fec-d-d-$-h-h-hkg-gh-klk-hkjh-ghh-$-dhgfe-g-g-gh-hg-kjg-hhd-ffe-fec-d-d-$-f-f-ge-gh-hd-dc-eg-fed-fec-d-d-$-dfe-ghgfd-defg-fec-d-d-$-ec-eg-gfd-%,\N,No,\N,Completely,\N,0
24,\N,"Kelly 15, p. 65 sequentia Maris stella",1,\N,Romano-Frankish (Mass),\N,\N,3,\N,\N,Mass,Sequence,Seq,[Sequela 35: Maris stella],\N,unknown,\N,Other,15,1,c-df-fg-ghgf-ghf-fe-%-h-hgf-hgf-ggf-ef-ghgf-f-de-e-$-d-dcd-fde-eg-gh-hg-hgf-g-g-gfd-e-fd-dc-de-e-$-e-edg-hkj-gjhg-hfd-e-fd-dc-de-e-$-e-fg-hg-hk-kh-jk-lk-jk-lmlkhg-j-jhgfe-ef-ghgf-f-de-e-$-cdc-dce-eg-hgf-ede-$-efg-hgfe-ffe-%,\N,No,\N,Completely,\N,0
25,\N,Regnum melisma appearance in Seq. Ostende,1,\N,Romano-Frankish (Mass),\N,\N,3,\N,\N,Mass,Sequence,Seq,[Sequela 41: Ostende maior],\N,unknown,\N,Other,56,1,fgh-hg-hjkj-hkkk-klkjh-hg-kh-klkjh-hg-%-j-lmjg-hkjhg-jghg-$-g-hj-jjh-kml-lj-lj-kh-gj-j-$-m-nml-mlj-kjh-ghj-jgh-$-gh-kh-hg-j-kljh-khg-j-$-gh-kh-hg-j-jl-l-l-ml-mlj-j-k-l-l-ml-mlj-lmlk-ml-lk-ljkh-gj-j-%-lmlk-ml-lk-ljkh-kl-mk-lj-khg-hjh-hg-%,\N,No,\N,Completely,\N,0
501,\N,"Table 1, Kelly diss. p.173",3,1,B-Bc Ms. Fétis 1211,Kelly catalogue,f. 4v,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,\N,Descendit de celis,Descendit de caelis missus ab (006411),unknown,\N,Intonation,48,1,\N,\N,Not checked,,No,6411,2745
502,\N,"Table 1, Kelly diss. p.173",3,1,B-Bc Ms. Fétis 1211,Kelly catalogue,f. 4v,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,\N,Descendit de celis,Descendit de caelis missus ab (006411),unknown,\N,Ad repetendum,1,2,\N,\N,Not checked,,No,6411,2745
238,\N,"Kelly p.105, In medio ecclesiae V. Misit 5",3,2,B-Bc Ms. Fétis 1211,Kelly catalogue,f. 12r,2,\N,Joannis Evang. (Dec.27),_Unknown,Responsory,\N,In medio ecclesiae,In medio ecclesiae aperuit os (006913),unknown,\N,Intonation,48,1,\N,\N,Not checked,\N,No,6913,2740
141,\N,"Kelly p.77, Gaude Maria 4",3,3,B-Bc Ms. Fétis 1211,Kelly catalogue,f. 31r,3,\N,Purificatio Mariae (Feb.2),_Unknown,Responsory,\N,Gaude Maria,Gaude Maria virgo cunctas (006759),unknown,\N,Other,25,1,\N,\N,Not checked,\N,No,6759,2202
263,\N,"Kelly p.106, Petre amas me 3",3,4,B-Bc Ms. Fétis 1211,Kelly catalogue,f. 47r,2,\N,\N,_Unknown,Responsory,\N,Petre amas me,Petre amas me tu scis domine (007382),unknown,\N,Intonation,49,1,\N,\N,Not checked,\N,No,7382,0
545,https://www.e-codices.unifr.ch/de/csg/0390/46/0/,"Table 1, Kelly diss. p.176",4,1,CH-SGa Ms. 390,Digital images,\N,1,p. 46,Nativitas Domini (Dec.25),Matins,Responsory,R4/18,Descendit de celis,Descendit de caelis missus ab (006411),unknown,FAbrice,Ad repetendum,1,1,\N,\N,No,\N,Completely,6411,2745
546,https://www.e-codices.unifr.ch/de/csg/0390/46/0/,"Table 1, Kelly diss. p.176",4,1,CH-SGa Ms. 390,Digital images,\N,1,p. 46,Nativitas Domini (Dec.25),Matins,Responsory,R4/18,Descendit de celis,Descendit de caelis missus ab (006411),unknown,FAbrice,Ad repetendum,21,2,\N,\N,No,\N,Completely,6411,2745
547,https://www.e-codices.unifr.ch/de/csg/0390/46/0/,"Table 1, Kelly diss. p.176",4,1,CH-SGa Ms. 390,Digital images,\N,1,p. 46,Nativitas Domini (Dec.25),Matins,Responsory,R4/18,Descendit de celis,Descendit de caelis missus ab (006411),unknown,FAbrice,Ad repetendum,23,3,\N,\N,No,\N,Completely,6411,2745
548,https://www.e-codices.unifr.ch/de/csg/0390/46/0/,"Table 1, Kelly diss. p.176",4,1,CH-SGa Ms. 390,Digital images,\N,2,p. 46,Nativitas Domini (Dec.25),Matins,Responsory,R4/18,Descendit de celis,Descendit de caelis missus ab (006411),unknown,TAMquam,Intonation,48,4,\N,\N,No,\N,Completely,6411,2745
152,https://www.e-codices.unifr.ch/de/csg/0390/48/0/,"Kelly p.78, Verbum caro factum est 7",4,2,CH-SGa Ms. 390,Digital images,\N,0,p. 48,Nativitas Domini (Dec.25),Matins,Responsory,R12/18,Verbum caro factum est ,Verbum caro factum est et (007840),8,veritaTE,Terminal,26,1,\N,\N,No,\N,Completely,7840,2745
59,https://www.e-codices.unifr.ch/de/csg/0390/192/0/,Kelly p.59 Sint lumbi vestri 2,4,3,CH-SGa Ms. 390,Digital images,\N,0,p. 192,Additamenta (),_Unknown,Responsory,Radd.,Sint lumbi vestri,Sint lumbi vestri praecincti (007675),unknown,A,Terminal,11,1,\N,\N,No,\N,Completely,7675,1481
486,\N,"Table 1, Kelly diss. p.173",8,1,D-AAd Ms. G 20,Kelly catalogue,f. 17r,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,R3/9,Descendit de celis,Descendit de caelis missus ab (006411),1,\N,Intonation,48,1,\N,\N,Not checked,\N,No,6411,2745
487,\N,"Table 1, Kelly diss. p.173",8,1,D-AAd Ms. G 20,Kelly catalogue,f. 17r,0,\N,Nativitas Domini (Dec.25),Matins,Responsory,R3/9,Descendit de celis,Descendit de caelis missus ab (006411),1,\N,Terminal,1,2,\N,\N,Not checked,\N,No,6411,2745
488,\N,"Table 1, Kelly diss. p.173",8,1,D-AAd Ms. G 20,Kelly catalogue,f. 17r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R3/9,Descendit de celis,Descendit de caelis missus ab (006411),1,\N,Ad repetendum,21,3,\N,\N,Not checked,\N,No,6411,2745
489,\N,"Table 1, Kelly diss. p.173",8,1,D-AAd Ms. G 20,Kelly catalogue,f. 17r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R3/9,Descendit de celis,Descendit de caelis missus ab (006411),1,\N,Ad repetendum,23,4,\N,\N,Not checked,\N,No,6411,2745
146,\N,"Kelly p.78, Verbum caro factum est 1 ",8,2,D-AAd Ms. G 20,Kelly catalogue,f. 18v ,3,\N,Nativitas Domini (Dec.25),_Unknown,Responsory,\N,Verbum caro factum est,Verbum caro factum est et (007840),unknown,\N,Other,12,1,\N,\N,Not checked,\N,No,7840,2745
235,\N,"Kelly p.105, In medio ecclesiae V. Misit 2",8,3,D-AAd Ms. G 20,Kelly catalogue,f. 18v ,2,\N,Joannis Evang. (Dec.27),_Unknown,Responsory,\N,In medio ecclesiae,In medio ecclesiae aperuit os (006913),unknown,\N,Intonation,48,1,\N,\N,Not checked,\N,No,6913,2740
132,\N,"Kelly p.76, Laudemus dominum 3",8,4,D-AAd Ms. G 20,Kelly catalogue,f. 11v-S,3,\N,Nicolai (Dec.6),_Unknown,Responsory,\N,Laudemus dominum,Laudemus dominum in beati (007082),unknown,\N,Other,24,1,\N,\N,Not checked,\N,No,7082,2747
355,http://daten.digitale-sammlungen.de/bsb00034415/image_48,"HP p.18, Beatus Dionysius - ADDED melisma; compare all other sources",10,1,D-Mbs Clm 14069,Microfilm,f. 22v,0,\N,Dionysii (Oct.9),Matins,Responsory,R11/12,Beatus Dionysius,Beatus Dionysius Rusticus et (006202),1,gaudiO,Terminal,0,1,\N,\N,No,\N,Completely,6202,2595
341,https://bibliotheca-laureshamensis-digital.de/view/bsb_clm14870/0029,"HP p.12, Laudemus Dominum",11,1,D-Mbs Clm 14870,Digital images,f. 13r,0,\N,Emmerami (Sep.22),Matins,Responsory,R11/12,Laudemus Dominum,Laudemus dominum in beati (007082),1,saNANtur,Terminal,24,1,\N,\N,No,\N,Completely,7082,2531
323,\N,"HP p.4, Sanctissimus pontifex Eucharius (HP image 6)",13,1,D-W 1109 Helmst.,Microfilm,f. 90r ,1,\N,Eucharii (Dec.8),Matins,Responsory,R12/12,Sanctissimus pontifex Eucharius,\N,unknown,opeRAtur,Ad repetendum,0,1,\N,\N,No,\N,Completely,\N,4189
61697,http://bdh-rd.bne.es/viewer.vm?id=0000012335&page=360,HP add. to kelly -  O gloriosum presulem,14,1,E-Mn Ms. 288,Digital images,f. 177v,0,\N,"Juliani, Epi. (Jan.27)",Matins,Responsory,R6/9,O gloriosum presulem,\N,unknown,HAbere,Terminal,74,1,\N,NHLL HHH SLL HLL HLL HL HH LH HLL HHH SLL HLL HLL HH LLH HH SL LH HL HH ,No,\N,Completely,\N,2146
171,http://bdh-rd.bne.es/viewer.vm?id=0000012335&page=363,"Kelly p.83a, Beatissimus Julianus 2",14,2,E-Mn Ms. 288,Digital images,f. 179r,1,\N,"Juliani, Epi. (Jan.27)",Matins,Responsory,R9/9,Beatissimus Julianus,\N,unknown,SEMpiterna,Ad repetendum,35,1,fgfed-edc-dcd-fe-fged-3-fgfed-fed-edc-dcd-fe-fged-6-dh-gh-h-jhg-hgfe-fgfg-ede-fhgf-efd-df-ge-dh-gh-h-6-dh-gh-h-jhg-hgfe-fgfg-ede-fhgf-ge-df-hgf-hg-h-h-6-dh-ghh-lkj-ghj-lkj-kjh-jhg-h-h-6-dh-ghh-lkj-ghj-lkj-kjh-kh-gh-h-6-hhgfe-hhgfed-dgfed-ec-d-d-3-hhgfe-hhgfed-dgfed-ec-d-d-6-cde-fgh-fgh-hg-hghgf-ef-gfg-fe- ,\N,No,Semper tibi rex,Completely,\N,2146
61699,http://bdh-rd.bne.es/viewer.vm?id=0000012335&page=386,HP add. to kelly - O princeps egregie (Hilary intonation),14,3,E-Mn Ms. 288,Digital images,f. 190v,2,\N,Hilarii (Jan.14),Matins,Responsory,n/a,O princeps egregie,O princeps egregie o (601623),unknown,O,Intonation,42,1,cd-fgd-fed-cd-dh-h-h-hf-ghg-fedc-efd,\N,No,\N,Completely,601623,2143
506,HP image 16,"Table 1, Kelly diss. p.174",15,1,E-Tc Ms. 44.1,Microfilm,f. 9v,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,R12/25,Descendit de celis,Descendit de caelis missus ab (006411),unknown,TAMquam,Intonation,48,1,\N,\N,No,\N,Completely,6411,2745
507,HP image 16,"Table 1, Kelly diss. p.174",15,1,E-Tc Ms. 44.1,Microfilm,f. 9v,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R12/25,Descendit de celis,Descendit de caelis missus ab (006411),unknown,FAbrice,Ad repetendum,1,2,\N,\N,No,\N,Completely,6411,2745
508,HP image 16,"Table 1, Kelly diss. p.174",15,1,E-Tc Ms. 44.1,Microfilm,f. 9v,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R12/25,Descendit de celis,Descendit de caelis missus ab (006411),unknown,FAbrice,Ad repetendum,21,3,\N,\N,No,\N,Completely,6411,2745
509,HP image 16,"Table 1, Kelly diss. p.174",15,1,E-Tc Ms. 44.1,Microfilm,f. 9v,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R12/25,Descendit de celis,Descendit de caelis missus ab (006411),unknown,FAbrice,Ad repetendum,22,4,\N,\N,No,\N,Completely,6411,2745
61770,HP image 17,HP add - the other Descendit,15,2,E-Tc Ms. 44.1,Microfilm,f. 10v,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,R25/25,Descendit de celis,Descendit de caelis deus (006410),unknown,TAMquam,Intonation,48,1,\N,\N,No,\N,Completely,6410,2745
61771,HP image 17,HP add - the other Descendit,15,2,E-Tc Ms. 44.1,Microfilm,f. 10v,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R25/25,Descendit de celis,Descendit de caelis deus (006410),unknown,FAbrice,Ad repetendum,0,2,\N,\N,Left unnotated,Angelica Christo canent (et al),Completely,6410,2745
88,HP image 20,"Kelly p.69, Lapides torrentes 4",15,3,E-Tc Ms. 44.1,Microfilm,f. 14r,1,\N,Stephani (Dec.26),Matins,Responsory,R14/15,Lapides torrentes,Lapides torrentis illi dulces (007075),7,aniME,Ad repetendum,18,1,\N,NHHHH L HHL HLL HHL HHLL HLL HL S HHL,No,\N,Completely,7075,2757
204,HP image 20,"Kelly p.99, Ecce jam coram te 9",15,4,E-Tc Ms. 44.1,Microfilm,f. 14r,2,\N,Stephani (Dec.26),Matins,Responsory,R15/15,Ecce jam coram te ,Ecce jam coram te protomartyr (006594),1,ECce,Intonation,43,1,\N,NSH HHLLL HL HS HSLL HHLSL HLH HLL SLLL HHL LHS,No,\N,Completely,6594,2757
167,HP image 21,"Kelly p.82, Ecce jam coram te 1",15,4,E-Tc Ms. 44.1,Microfilm,f. 14v,1,\N,Stephani (Dec.26),Matins,Responsory,R15/15,Ecce jam coram te,Ecce jam coram te protomartyr (006594),1,interCEdere,Ad repetendum,33,2,\N,NL HHH S H SLL HH H SLL HHH HHLL HLLL HHS HHLL HSLLL HHH LHHHH,No,\N,Completely,6594,2757
61772,\N,HP add - Adest namque - Vincent HP image 46,15,5,E-Tc Ms. 44.1,Microfilm,f. 39v,1,\N,Vincentii (Jan.22),Matins,Responsory,R3/12,Adest namque beati Vincentii,Adest namque beati Dionysii (006033),8,DE manum,Ad repetendum,0,1,ghg-gh-kjgh-ghg-gh-kjgh-kk-lh-kjgh-gh-gh-de-ghgf-gh,NHHL SH HL LHH LHHL SH HL LH HSHHL HL LHH LHH LHH LL H HLLL HHH,No,\N,Completely,6033,2179
165,HP image 50,"Kelly p.82, Hodie Maria 1",15,6,E-Tc Ms. 44.1,Microfilm,f. 44r,1,\N,Purificatio Mariae (Feb.2),Matins,Responsory,R8/13 (N2end),Hodie Maria,Hodie Maria virgo puerum (006852),unknown,advenisSE,Ad repetendum,32,1,\N,NLL HSL LHL H H LHLL HL HLH LL HHH LHH LL,No,\N,Completely,6852,2202
61790,HP image 82,HP add - Et valde with melisma gap,15,8,E-Tc Ms. 44.1,Microfilm,f. 76r,0,\N,Dom. Resurrectionis (),First Vespers,Responsory,VR,Et valde mane,Et valde mane una sabbatorum (006676),unknown,ORto,Terminal,0,1,\N,\N,Left unnotated,\N,Completely,6676,1688
77,HP image 83,"Kelly p.66, Dum transisset - neuma 1",15,9,E-Tc Ms. 44.1,Microfilm,f. 76v,1,\N,Dom. Resurrectionis (),Matins,Responsory,R3/15 (N1end),Dum transisset,Dum transisset sabbatum Maria (006565),unknown,alLEluia,Ad repetendum,16,1,\N,NSLL HH SLL H SHH SL LH HSSSL HH  LH SL SLHLHH LH SL HH SLLLL HL SHH S HLLL HHL HLL SH SL,No,\N,Completely,6565,1688
61774,HP image 83,"Kelly p.66, Dum transisset - neuma 2 (slight var)",15,9,E-Tc Ms. 44.1,Microfilm,f. 76v,1,\N,Dom. Resurrectionis (),Matins,Responsory,R3/15 (N1end),Dum transisset,Dum transisset sabbatum Maria (006565),unknown,alLEluia,Ad repetendum,16,2,\N,NSLL HSL LH SH SL LH LH HHL HL HL HL LHHL HHL HH SH SL HLL H H SHL L HHH L SSL H LH S SH HLL HSL HLL HH HLH HL HLLLL HL LH HHL HL HLLLL HL LH HLL HL,No,\N,Completely,6565,1688
61775,HP image 96,HP add - Beatissimus vir Orientius - sedentem; cf Hilarius chant in Toledo 44.2 'Beatissimus vir Hylarius',15,10,E-Tc Ms. 44.1,Microfilm,f. 90r,0,\N,Orientii (May.1),Matins,Responsory,R11/11,Beatissimus vir Orientius,Beatissimus vir Orientius (600229),unknown,perENnis,Terminal,24,1,\N,NH SL SL HHL HH SL SL H HHH LL HLL LHH HL HLL HH LLL HL S HHL ,No,\N,Completely,600229,2286
61776,HP image 100,HP add - Erant homnes (sic) - illegible ,15,11,E-Tc Ms. 44.1,Microfilm,f. 93v,1,\N,Dom. Pentecostes (),First Vespers,Responsory,VR,Erant omnes apostoli,Erant omnes apostoli pariter (600785),unknown,alLEluia alLEluia,Ad repetendum,16,1,\N,,Left unnotated,\N,Completely,600785,1682
176,HP image 109,Kelly p.86 Ingresso Zacharias (sic in ms),15,12,E-Tc Ms. 44.1,Microfilm,f. 102v,1,\N,Joannis Baptistae (Jun.24),Matins,Responsory,R13/13,Ingresso Zacharias,Ingresso Zacharia templum (601191),unknown,inCENsi,Ad repetendum,40,1,\N,NHH HHLL HHLL HL HH LL HLL SHHH H HLL HH LL HL HHL SLL SLL HHL SHH HHLL HH LLL HHL SHH HH HLLL HL HH HHLL HS HHL HH HLL ,No,\N,Completely,601191,2327
