neuma_instance_id,neuma_instance_url,brief_description,manuscript_id,manuscript_sequence,manuscript_short_title,manuscript_how_accessed,folio,melisma_type_id,page,feast,office_description,genre_description,lit_position,chant_incipit,cao,mode_name,melisma_word,melisma_type,neuma_id,neuma_sequence,melody_volpiano,melody_nhl,neuma_erased,prosula_name,HP_entry-checked,cao_chant_id,feast_id
61880,https://gallica.bnf.fr/ark:/12148/btv1b525097774/f445.item,Steiner 1973: Erudiebatur,32,16,F-Pn lat. 1028,Digital images,f. 220r,0,\N,Germani (Jul.31),Matins,Responsory,R2/9,Erudiebatur profecto,Erudiebatur profecto (006669),1,MOX,Terminal,10,1,dh-kkh-gijhjg-fgh-kkg-fhgh-fh-jg-ffed-efed-cd-defef-ed,\N,No,\N,Completely,6669,2373
155,https://gallica.bnf.fr/ark:/12148/btv1b525097774/f448.item,"Kelly p.79, Gloriosus domini Germanus 2",32,17,F-Pn lat. 1028,Digital images,f. 221v,0,\N,Germani (Jul.31),Matins,Responsory,R9/9,Gloriosus domini Germanus,Gloriosus domini Germanus cum (006787),8,requiEM,Terminal,27,1,fh-kl-g-gh-ijkjhg-hfg-khg-jjghfg-khg-jjghfg-ggghg-khg-j-jghfg-kjlkj-ghg-khg-jjghfg-kjlkj-ghg-khg-jjghfg-hhg-f,\N,No,Pacis perpetue,Completely,6787,2373
128,https://gallica.bnf.fr/ark:/12148/btv1b525097774/f531.item,"Kelly p.76, Martinus Abrahae",32,18,F-Pn lat. 1028,Digital images,f. 263r,1,\N,Martini (Nov.11),Matins,Responsory,R9/9,Martinus Abrahae,Martinus Abrahae sinu laetus (007132),1,HOnoratur,Ad repetendum,24,1,dh-h-ghgf-ghh-dhh-ghgf-ghh-hgkjg-hgf-gh-hgkjg-hgf-gh-feg-feg-fed-edc-e-ghg-f-dcd-defef-ed,\N,No,\N,Completely,7132,2694
297,https://gallica.bnf.fr/ark:/12148/btv1b525097774/f625.item.zoom,"Kelly p.76, Concede nobis 2  later hand",32,19,F-Pn lat. 1028,Digital images,f. 310r,1,\N,Omnium Sanctorum (Nov.1),Matins,Responsory,R9/9,Concede nobis ,Concede nobis domine (006305),1,SOcietatem,Ad repetendum,24,1,dhh-ghgf-ghh-dhh-ghgf-ghh-hg-kjg-hgf-ghh-gfh-geg-fed-edc-eg-hhg-ffed-efd-c-d,\N,No,Sollempniter regi summo psallat,Completely,6305,2702
391,https://gallica.bnf.fr/ark:/12148/btv1b6001113z/f14.item,"HP p.38, Sint lumbi",34,1,"F-Pn lat. 10837, f. 1",Digital images,f. 1r,0,\N,Willibrordi (Nov.7),Matins,Responsory,R8/12,Sint lumbi vestri,Sint lumbi vestri praecincti (007675),8,A,Terminal,11,1,\N,\N,No,\N,Completely,7675,2721
345,https://gallica.bnf.fr/ark:/12148/btv1b104657989/f4.item,"HP p.13, Inclytus pontifex Maximinus",35,1,"F-Pn lat. 10865, f. A",Digital images,f. Av,1,\N,Maximini (May.29),Matins,Responsory,R3/3,Inclytus pontifex Maximinus,\N,7,iugiTER,Ad repetendum,0,1,\N,\N,No,\N,Completely,\N,2282
232,https://gallica.bnf.fr/ark:/12148/btv1b10721054d/f97.item,"Kelly p.105, In principio erat verbum",37,1,F-Pn lat. 1088 (1),Microfilm,f. 92v,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,R12/12,In principio erat verbum,In principio erat verbum et (006926),1,OMnia,Intonation,48,1,hk-khg-hjgf-gh-kkhg-hjgf-gh-fffd-efdc-cd-f-fgh-jkjh-ghg-ggf,\N,No,\N,Completely,6926,2745
102,https://gallica.bnf.fr/ark:/12148/btv1b10721054d/f97.item,"Kelly p.72, In principio erat verbum ",37,1,F-Pn lat. 1088 (1),Microfilm,f. 93r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R12/12,In principio erat verbum,In principio erat verbum et (006926),1,Apud,Ad repetendum,22,2,hk-kh-fgh-jgf-hg-kkh-dfh-kkhf-ghj-gf-hg-kkh-ghjk-lk-lm-mkh-kkk-kklj-khg-kkkh-kkkh-jk-khg-gf-hkgf-hkgf-hg-kkh-fgh-fe-f-cde-ghg-efgfg,\N,No,\N,Completely,6926,2745
248,https://gallica.bnf.fr/ark:/12148/btv1b10721054d/f372.item,"Kelly p.106, Dum transisset 4",37,2,F-Pn lat. 1088 (1),Microfilm,f. 364v,2,\N,Dom. Resurrectionis (),Matins,Responsory,R4/8,Dum transisset,Dum transisset sabbatum Maria (006565),4,valDE,Intonation,49,1,dh-hg-ghg-efg-gijgh-egfe-ed,\N,No,\N,Completely,6565,1688
61859,https://gallica.bnf.fr/ark:/12148/btv1b10721054d/f374.item,HP add - Et valde mane,37,3,F-Pn lat. 1088 (1),Microfilm,f. 367r,0,\N,Dom. Resurrectionis (),Matins,Responsory,R8/8,Et valde mane,Et valde mane una sabbatorum (006676),1,ORto,Terminal,24,1,dh-hg-gf-ggh-dh-hg-gf-ggh-hkhg-hgf-h-hkhg-hgf-h-fed-fec-e-ghg-fe-cd-cd-def-ed,\N,No,\N,Completely,6676,1688
440,https://gallica.bnf.fr/ark:/12148/btv1b84229737/f47.item,"Table 1, Kelly diss. p.171",39,1,F-Pn lat. 12035,Digital images,f. 22r,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,R3/9,Descendit de celis,Descendit de caelis missus ab (006411),1,TANquam,Intonation,48,1,\N,\N,No,\N,Completely,6411,2745
441,https://gallica.bnf.fr/ark:/12148/btv1b84229737/f47.item,"Table 1, Kelly diss. p.171",39,1,F-Pn lat. 12035,Digital images,f. 22r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R3/9,Descendit de celis,Descendit de caelis missus ab (006411),1,FAbrice,Ad repetendum,21,2,\N,\N,No,Familiam custodi,Completely,6411,2745
442,https://gallica.bnf.fr/ark:/12148/btv1b84229737/f47.item,"Table 1, Kelly diss. p.171",39,1,F-Pn lat. 12035,Digital images,f. 22r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R3/9,Descendit de celis,Descendit de caelis missus ab (006411),1,FAbrice,Ad repetendum,1,3,\N,\N,No,Fac deus munda,Completely,6411,2745
443,https://gallica.bnf.fr/ark:/12148/btv1b84229737/f47.item,"Table 1, Kelly diss. p.171",39,1,F-Pn lat. 12035,Digital images,f. 22r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R3/9,Descendit de celis,Descendit de caelis missus ab (006411),1,FAbrice,Ad repetendum,22,4,\N,\N,No,Facinora nostra,Completely,6411,2745
61860,https://gallica.bnf.fr/ark:/12148/btv1b84229737/f56.item,HP add - Ecce jam incipit,39,2,F-Pn lat. 12035,Digital images,f. 26v,2,\N,Stephani (Dec.26),First Vespers,Responsory,VR,Ecce jam coram te ,Ecce jam coram te protomartyr (006594),1,ECce,Intonation,43,1,cd-fge-df-efd-ecd-dhh-hggf-gh-ddc-ggf-ghf-fedc,\N,No,\N,Completely,6594,2757
61861,https://gallica.bnf.fr/ark:/12148/btv1b84229737/f58.item,HP add - Sancte dei preciose,39,3,F-Pn lat. 12035,Digital images,f. 27v,0,\N,Stephani (Dec.26),Matins,Responsory,R3/9,Sancte dei preciose,Sancte dei pretiose (007575),1,COLlegio,Terminal,24,1,dh-hghgf-ghh-hkjg-jkh-dh-hghgf-gh-hkjg-jkh-hg-gegd-dc-ggf-gh-dc-de-fef-ed,\N,No,\N,Completely,7575,2757
209,https://gallica.bnf.fr/ark:/12148/btv1b84229737/f59.item,"Kelly p.99, Ecce jam coram te 14",39,4,F-Pn lat. 12035,Digital images,f. 28r,2,\N,Stephani (Dec.26),Matins,Responsory,R6/9,Ecce jam coram te ,Ecce jam coram te protomartyr (006594),1,ECce,Intonation,43,1,cd-fge-df-efd-ecd-dh-hh-hggf-gh-ddc-ggf-ghf-fedc,\N,No,\N,Completely,6594,2757
183,https://gallica.bnf.fr/ark:/12148/btv1b84229737/f60.item,"Kelly p.98, O martyrum gemma 2",39,5,F-Pn lat. 12035,Digital images,f. 28v,2,\N,Stephani (Dec.26),Matins,Responsory,R7/9,O martyrum gemma,O martyrum gemma cui patuit (007276),2,O,Intonation,41,1,cd-fgdecd-dh-h-hgf-g-gh-h,\N,No,\N,Completely,7276,2757
217,https://gallica.bnf.fr/ark:/12148/btv1b84229737/f232.item,"Kelly p.101, Et valde mane 6",39,6,F-Pn lat. 12035,Digital images,f. 114v,2,\N,Dom. Resurrectionis (),Matins,Responsory,R3/3,Et valde mane,Et valde mane una sabbatorum (006676),1,ET,Intonation,44,1,cd-fgd-ef-gh-ijhgfed-dc-dfd-e-fgf-ded-dc,\N,No,\N,Completely,6676,1688
431,https://gallica.bnf.fr/ark:/12148/btv1b6000531z/f23.item.r=lat%2012044,"Table 1, Kelly diss. p.171",40,1,F-Pn lat. 12044,Digital images,f. 10r,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,R12/12,Descendit de celis,Descendit de caelis missus ab (006411),1,TANquam,Intonation,48,1,hkkhg-hijgf-gh-kkhg-hjgf-gh-fffd-efdc-cd-ef-gh-kIjh--ghgfe,\N,No,Tanta nunc resultent,Completely,6411,2745
432,https://gallica.bnf.fr/ark:/12148/btv1b6000531z/f23.item.r=lat%2012044,"Table 1, Kelly diss. p.171",40,1,F-Pn lat. 12044,Digital images,f. 10r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R12/12,Descendit de celis,Descendit de caelis missus ab (006411),1,FAbrice,Ad repetendum,1,2,\N,\N,No,Familiam custodi,Completely,6411,2745
433,https://gallica.bnf.fr/ark:/12148/btv1b6000531z/f23.item.r=lat%2012044,"Table 1, Kelly diss. p.171",40,1,F-Pn lat. 12044,Digital images,f. 10r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R12/12,Descendit de celis,Descendit de caelis missus ab (006411),1,FAbrice,Ad repetendum,21,3,\N,\N,No,Fac deus mundi,Completely,6411,2745
434,https://gallica.bnf.fr/ark:/12148/btv1b6000531z/f23.item.r=lat%2012044,"Table 1, Kelly diss. p.171",40,1,F-Pn lat. 12044,Digital images,f. 10r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R12/12,Descendit de celis,Descendit de caelis missus ab (006411),1,FAbrice,Ad repetendum,22,4,\N,\N,No,Facinora nostra,Completely,6411,2745
61909,https://gallica.bnf.fr/ark:/12148/btv1b6000531z/f101.image,Gloriosi domine testis - Vincent,40,2,F-Pn lat. 12044,Digital images,f. 49r,0,\N,Vincentii (Jan.22),Matins,Responsory,R4/12,Gloriosi domine testis,Gloriosi domine testis tui (006782),1,OCcumbere,Terminal,7,1,hgfgd-ege-eg-ijhg-hfd-fed-hhggf-ge-fgfed-edc-fgf-gh-dC-de-fef-ed,\N,No,\N,Completely,6782,2179
245,https://gallica.bnf.fr/ark:/12148/btv1b6000531z/f203.item.r=lat%2012044,"Kelly p.106, Dum transisset ",40,3,F-Pn lat. 12044,Digital images,f. 100r,2,\N,Dom. Resurrectionis (),Matins,Responsory,R3/3,Dum transisset,Dum transisset sabbatum Maria (006565),4,et valDE,Intonation,49,1,h--g-efg-gIjgh-ege-fed-edc-dcd-fgfd-fed7-de-fg-hijgf-fg-hgh-f-ghg-hge-f-fe,\N,No,\N,Completely,6565,1688
61844,https://gallica.bnf.fr/ark:/12148/btv1b6000531z/f208.image,hp add - Et valde,40,4,F-Pn lat. 12044,Digital images,f. 102v,0,\N,Fer. 3 p. Pascha (),Matins,Responsory,R3/3,Et valde mane,Et valde mane una sabbatorum (006676),4,ORto,Terminal,24,1,dh-jg-gf-gh-dh-jg-gf-gh-hkhg-hgf-gh-hkhg-hgf-gh-fed-fec-eg-hg,\N,No,\N,Completely,6676,1762
384,https://gallica.bnf.fr/ark:/12148/btv1b6000531z/f297.item.r=lat%2012044,"HP p.36, Inclyte pater monachorum - mystery intonation",40,6,F-Pn lat. 12044,Digital images,f. 147r,2,\N,Baboleni (Jun.26),Matins,Responsory,R4/12,Inclyte pater monachorum,Inclyte pater monachorum (601178),4,tuI,Intonation,63,1,h-hg-hgf--gh-hd-fg-hg-hgf-gh,\N,No,\N,Completely,601178,2314
70,https://gallica.bnf.fr/ark:/12148/btv1b6000531z/f322.image,"Kelly p.66, O beati viri",40,7,F-Pn lat. 12044,Digital images,f. 159v,1,\N,Benedicti (Mar.21),Matins,Responsory,R12/12,O beati viri,O beati viri N. sancta (007255),4,CONiunctus,Ad repetendum,16,1,hhgfg-gfde-efg-gfde-efg-gfde-hhghf-gh-kgkh-hhghf-gh-kgkh-gh-kIj-klkj-ghg-gh-kj-klkj-ghg-fgh-ijhghg--f--egff---,\N,No,Consors merito,Completely,7255,2213
309,https://gallica.bnf.fr/ark:/12148/btv1b6000531z/f333.item,"Kelly p.58, Sancta Maria Magdalenae",40,8,F-Pn lat. 12044,Digital images,f. 165r,0,\N,Mariae Magdalenae (Jul.22),Matins,Responsory,R8/12,Sancta Maria Magdalenae,Sancta Maria Magdalenae quae unxisti (602058),1,TE,Terminal,10,1,dh-kkh-gijhjg-fgh-kkg-fhgh-fh-jgf-fed-efed77,\N,No,\N,Completely,602058,2387
169,https://gallica.bnf.fr/ark:/12148/btv1b6000531z/f335.item,"Kelly p.83, O felix sacrorum - duplex",40,9,F-Pn lat. 12044,Digital images,f. 166r,1,\N,Mariae Magdalenae (Jul.22),Matins,Responsory,R12/12,O felix sacrorum,O felix sacrorum lacrimis (007269),1,SANcti,Ad repetendum,34,1,hk-lkijh-ghghf-gh-hgf-gfed-hk-lkjh-ghghf-gh-hgf-gfed-cd-fgf-ghgf-gfed7-cd-fgf-ghgf-gfed-cd-ef-ed---,\N,No,\N,Completely,7269,2387
194,https://gallica.bnf.fr/ark:/12148/btv1b6000531z/f343.item,"Kelly p.99, Ecce jam coram te 5",40,10,F-Pn lat. 12044,Digital images,f. 170r,2,\N,Inventio Stephani (Aug.3),Matins,Responsory,R12/12,Ecce jam coram te ,Ecce jam coram te protomartyr (006594),8,ECce,Intonation,42,1,cd-fgfed-ecd-dh-hgf-gh-hd-dc-fgf-fed-ghd--cd,\N,No,\N,Completely,6594,2473
180,https://gallica.bnf.fr/ark:/12148/btv1b6000531z/f357.item,"Kelly p.89, Ibo mihi ad montem 4",40,11,F-Pn lat. 12044,Digital images,f. 177r,0,\N,Assumptio Mariae (Aug.15),Prime,Antiphon,PA,Ibo mihi ad montem,Ibo mihi ad montem myrrhae et (003160),7,alleLUia,Terminal,58,1,g-deg-fgfed-eg-deg-fged-eg-gj-kh-jg-gj-kh-jg-gj-l-mlkk-hg-gj-lmlj-khg-hkhk-,\N,No,\N,Completely,3160,2439
62,https://gallica.bnf.fr/ark:/12148/btv1b6000531z/f479.image,"Kelly p.59, Sint lumbi vestri 5 (kelly has misprint 258r)",40,12,F-Pn lat. 12044,Digital images,f. 238r,0,\N,Omnium Sanctorum (Nov.1),Matins,Responsory,R9/12,Sint lumbi vestri,Sint lumbi vestri praecincti (007675),1,A,Terminal,11,1,fh-ijhf-gfd-cf-fd-cf-f-hh-jhf-gfd-hgfgf-gh,\N,No,\N,Completely,7675,2702
435,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f461.item,"Table 1, Kelly diss. p.171",43,1,F-Pn lat. 12584,Digital images,f. 229r,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,R13/13,Descendit de celis,Descendit de caelis missus ab (006411),unknown,TAMquam,Intonation,48,1,\N,\N,No,Tanta nunc,Completely,6411,2745
436,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f461.item,"Table 1, Kelly diss. p.171",43,1,F-Pn lat. 12584,Digital images,f. 229r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R13/13,Descendit de celis,Descendit de caelis missus ab (006411),unknown,FAbrice,Ad repetendum,1,2,\N,\N,No,Familiam custodi,Completely,6411,2745
437,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f461.item,"Table 1, Kelly diss. p.171",43,1,F-Pn lat. 12584,Digital images,f. 229r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R13/13,Descendit de celis,Descendit de caelis missus ab (006411),unknown,FAbrice,Ad repetendum,21,3,\N,\N,No,Fac deus munda,Completely,6411,2745
439,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f461.item,"Table 1, Kelly diss. p.171",43,1,F-Pn lat. 12584,Digital images,f. 229r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R13/13,Descendit de celis,Descendit de caelis missus ab (006411),unknown,FAbrice,Ad repetendum,22,4,\N,\N,No,Facinora nostra,Completely,6411,2745
298,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f478.item,"Kelly p.112, Te laudant ",43,2,F-Pn lat. 12584,Digital images,f. 237v,2,\N,"Nativitas Domini,8 ()",Matins,Responsory,R12/12,Te laudant angeli,Te laudant angeli sancta dei (007756),unknown,IpSUM,Intonation,55,1,\N,\N,No,\N,Completely,7756,1954
139,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f518.item,"Kelly p.77, Gaude Maria 2",43,3,F-Pn lat. 12584,Digital images,f. 257v,1,\N,Purificatio Mariae (Feb.2),Matins,Responsory,R12/12,Gaude Maria virgo,Gaude Maria virgo cunctas (006759),unknown,invioLAta,Ad repetendum,25,1,\N,\N,No,\N,Completely,6759,2202
72,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f530.item,"Kelly p.66, O beati viri 3",43,4,F-Pn lat. 12584,Digital images,f. 263v,1,\N,Benedicti (Mar.21),Matins,Responsory,R13/13,O beati viri,O beati viri N. sancta (007255),unknown,CONiunctus,Ad repetendum,16,1,\N,\N,No,\N,Completely,7255,2213
93,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f612.item,"Kelly p.70, Inter natos mulierum",43,5,F-Pn lat. 12584,Digital images,f. 304v,1,\N,Joannis Baptistae (Jun.24),Matins,Responsory,R12/12,Inter natos mulierum,Inter natos mulierum non (006979),unknown,prepaRAvit,Ad repetendum,20,1,\N,\N,No,Prepara Johannes Baptista (a.m.),Completely,6979,2327
264,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f615.item,"Kelly p.106, Petre amas me 4",43,6,F-Pn lat. 12584,Digital images,f. 306r,2,\N,Petri (Jun.29),Matins,Responsory,\N,Petre amas me,Petre amas me tu scis domine (007382),unknown,SyMON,Intonation,49,1,\N,\N,No,\N,Completely,7382,2345
286,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f615.item,"Kelly p.108, Petre amas me 2",43,7,F-Pn lat. 12584,Digital images,f. 306r,2,\N,Petri (Jun.29),Matins,Responsory,\N,Petre amas me,Petre amas me tu scis domine (007382),unknown,SyMON,Intonation,50,1,\N,\N,No,\N,Completely,7382,2345
193,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f632.item,"Kelly p.99, Ecce jam coram te 4",43,8,F-Pn lat. 12584,Digital images,f. 314v,2,\N,Inventio Stephani (Aug.3),Matins,Responsory,R12/12,Ecce jam coram te ,Ecce jam coram te protomartyr (006594),unknown,ECce,Intonation,42,1,\N,\N,No,\N,Completely,6594,2473
61862,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f637.item,HP add In craticula - Laurence - alia in marg.,43,9,F-Pn lat. 12584,Digital images,f. 317r,2,\N,Laurentii (Aug.10),Matins,Responsory,R12/12,In craticula te deum,In craticula te deum non (006896),unknown,accusaTUS,Intonation,50,1,\N,\N,No,\N,Completely,6896,2477
133,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f643.item,"Kelly p.76, Laudemus dominum 4 (later add.)",43,10,F-Pn lat. 12584,Digital images,f. 320r,0,\N,"Assumptio Mariae,8 ()",Matins,Responsory,Radd.,Laudemus dominum,Laudemus dominum in beati (007082),unknown,saNANtur,Terminal,24,1,dh-hijg-gf-gh-dh-hijg-gf-ghh-hg-kj-ghg-fgh-h-hg-kj-ghg-fgh-feg-fed-fec-eg-hg-fed,\N,No,\N,Completely,7082,1491
361,https://gallica.bnf.fr/ark:/12148/btv1b84229789/f128.image,"HP p.28, O beati viri - misprint 59r",44,\N,F-Pn lat. 12601,Digital images,f. 58v,1,\N,Transl. Benedicti (Jul.11),Matins,Responsory,R12/12,O beati viri ,O beati viri N. sancta (007255),unknown,CONiunctus,Ad repetendum,16,1,\N,\N,No,\N,Completely,7255,2416
55565,https://gallica.bnf.fr/ark:/12148/btv1b10038438p/f75.item,"not in Kelly - Sancte dei pretiose [ms has descendit prosulas only, plus verse melisma]",45,1,F-Pn lat. 1266,Microfilm,f. 70v,0,\N,Stephani (Dec.26),Matins,Responsory,R3/9,Sancte dei pretiose,Sancte dei pretiose (007575),unknown,COLlegio,Terminal,24,1,dh-hg-hgf-gh-h-hkjg-jkh-dh-hghgf-gh-hkjg-jkh-hg-gf-gd-dc-ggf-gh-cd-defef-ed,\N,No,Collocando nos Stephane,Completely,7575,2757
185,https://gallica.bnf.fr/ark:/12148/btv1b10038438p/f78.item,"Kelly p.98, O martyrum gemma 4",45,2,F-Pn lat. 1266,Microfilm,f. 73v,2,\N,Stephani (Dec.26),Matins,Responsory,R7/9,O martyrum gemma,O martyrum gemma cui patuit (007276),unknown,O,Intonation,41,1,cd-fgd-ecd-dh-hgf-gh,\N,No,\N,Completely,7276,2757
336,https://gallica.bnf.fr/ark:/12148/btv1b10542364c/f19.item,"HP p.9, O quam magnifice",46,1,F-Pn lat. 13765,Digital images,f. 5r,0,\N,\N,Matins,Responsory,R8/12,O quam magnifice caelum,\N,1,caelestiA,Terminal,0,1,dh-hgfh-efg-ggdf-efd-hgfh-efg-ggdf-efd-hkl-klgh-kh-hgfh-kh-hgfh-hgfg-dfddc-egh-dcf-ef-d-,\N,No,\N,Completely,\N,0
61837,https://gallica.bnf.fr/ark:/12148/btv1b10542364c/f20.item,"HP p.9, O quam magnifice",46,1,F-Pn lat. 13765,Digital images,f. 5v,4,\N,\N,Matins,Responsory,R8/12,O quam magnifice caelum,\N,1,caelestiA,Melisma-prosula by phrases,0,2,\N,\N,No,Ava iugiter laeticia fruamur,Completely,\N,0
428,https://gallica.bnf.fr/ark:/12148/btv1b6000532c/f53.item,"Table 1, Kelly diss. p.171",48,1,F-Pn lat. 17296,Digital images,f. 21r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R4/19,Descendit de celis,Descendit de caelis missus ab (006411),1,FAbrice,Ad repetendum,22,1,\N,\N,No,\N,Completely,6411,2745
61890,https://gallica.bnf.fr/ark:/12148/btv1b6000532c/f53.item,"Table 1, Kelly diss. p.171",48,1,F-Pn lat. 17296,Digital images,f. 21r,2,\N,Nativitas Domini (Dec.25),Matins,Responsory,R4/19,Descendit de celis,Descendit de caelis missus ab (006411),1,GLOria,Intonation,48,2,\N,\N,No,\N,Completely,6411,2745
429,https://gallica.bnf.fr/ark:/12148/btv1b6000532c/f53.item,"Table 1, Kelly diss. p.171",48,1,F-Pn lat. 17296,Digital images,f. 21r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R4/19,Descendit de celis,Descendit de caelis missus ab (006411),1,FAbrice,Ad repetendum,21,3,\N,\N,No,\N,Completely,6411,2745
430,https://gallica.bnf.fr/ark:/12148/btv1b6000532c/f53.item,"Table 1, Kelly diss. p.171",48,1,F-Pn lat. 17296,Digital images,f. 21r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R4/19,Descendit de celis,Descendit de caelis missus ab (006411),1,FAbrice,Ad repetendum,1,4,\N,\N,No,\N,Completely,6411,2745
83,https://gallica.bnf.fr/ark:/12148/btv1b6000532c/f55.item,"Kelly p.68, Sancta et immaculata",48,2,F-Pn lat. 17296,Digital images,f. 22r,1,\N,Nativitas Domini (Dec.25),Matins,Responsory,R8/19,Sancta et immaculata,Sancta et immaculata (007569),2,contuLIsti,Ad repetendum,17,1,f-ef-d-cd-f-ef-ged-f-efd-dhh-hge-gfh-ghfd-fe-deca-ce-cf-eed-d,\N,No,\N,Completely,7569,2745
89,https://gallica.bnf.fr/ark:/12148/btv1b6000532c/f68.item,"Kelly p.69, Stephanus autem",48,3,F-Pn lat. 17296,Digital images,f. 28v,1,\N,Stephani (Dec.26),Matins,Responsory,R1/12,Stephanus autem,Stephanus autem plenus gratia (007702),8,POpulo,Ad repetendum,18,1,fk-kl-kml-lk-nnl-nnk-hkj-ghg-hkj-klk-kjh,\N,No,\N,Completely,7702,2757
182,https://gallica.bnf.fr/ark:/12148/btv1b6000532c/f69.item,"Kelly p.98, O martyrum gemma 1 - check which neuma",48,4,F-Pn lat. 17296,Digital images,f. 29r,2,\N,Stephani (Dec.26),Matins,Responsory,R4/4,O martirum gemma ,O martyrum gemma cui patuit (007276),2,O,Intonation,41,1,cd-f-ged-f-efd-ecd-dh-hgf-gh,\N,No,\N,Completely,7276,2757
889,https://gallica.bnf.fr/ark:/12148/btv1b6000532c/f69.item,"Kelly p.298, O matirum gemma - check which neuma",48,4,F-Pn lat. 17296,Digital images,f. 29r,0,\N,Stephani (Dec.26),Matins,Responsory,R4/4,O martirum gemma ,O martyrum gemma cui patuit (007276),2,contemPLAtione,Terminal,42,2,cd-fgd-fedc-dcd-fffd-cff-gec-d-cff-fd-edcd-edc-dfed-edc-cd,\N,No,Qui scis,Completely,7276,2757
38,https://gallica.bnf.fr/ark:/12148/btv1b6000532c/f71.item,"Kelly p.50, Lapides torrentes 6",48,5,F-Pn lat. 17296,Digital images,f. 30r,1,\N,Stephani (Dec.26),Matins,Responsory,R8/12,Lapides torrentis ,Lapides torrentis illi dulces (007075),7,animAE,Ad repetendum,2,1,gh-kh-hg-gkhg-hgf-g-dg-hkhg-efh-jhg-hgf-gfe-fed-edc-dcd-fe-fg-jhgf-gfd-ghgfg-kkjh-kjh-k,\N,No,\N,Completely,7075,2757
22227,https://gallica.bnf.fr/ark:/12148/btv1b6000532c/f74.item,"Kelly p. 298, Patefacte sunt",48,6,F-Pn lat. 17296,Digital images,f. 31v,1,\N,Stephani (Dec.26),Matins,Responsory,R12/12,Patefacte sunt,Patefactae sunt januae caeli (007358),4,COronatus,Ad repetendum,8,1,f-ghgh-khg-hge-fg-eg-ijhg-hfd-e-fg-hgh-khg-hge-fg-eg-jhg-hfd-e-ghfe-ghfe-ef-ggf-gg-efg-g-gk-kg-hh-gk-kghh-ghk-k-kjk-hgf-efdc-df-fe-fefd-efg-g-fg-hfd-gfe,\N,No,\N,Completely,7358,2757
84,https://gallica.bnf.fr/ark:/12148/btv1b6000532c/f78.item,"Kelly p.68, Valde honorandus est",48,7,F-Pn lat. 17296,Digital images,f. 33v,1,\N,Joannis Evang. (Dec.27),Matins,Responsory,R1/12,Valde honorandus est,Valde honorandus est beatus (007817),2,commenDAvit,Ad repetendum,17,1,f-ef-d-cd-f-ef-ged-f-efd-dhh-hge-fh-ghfd-fe-deca-ce-cf-efd-eed-,\N,No,\N,Completely,7817,2740
48,https://gallica.bnf.fr/ark:/12148/btv1b6000532c/f79.item,"Kelly p.52, Qui vicerit ",48,8,F-Pn lat. 17296,Digital images,f. 34r,1,\N,Joannis Evang. (Dec.27),Matins,Responsory,R4/12,Qui vicerit ,Qui vicerit faciam illum (007486),2,ierusaLEM,Ad repetendum,3,1,d-f-f-f-ghgf-g-efg-egfec-d-cfff-ghgfd-fedc-d-acd-ffd-eca-cd-acd-cdf-fffd-dfed-f,\N,No,\N,Completely,7486,2740
22228,https://gallica.bnf.fr/ark:/12148/btv1b6000532c/f82.item,"Kelly p. 298, In medio ecclesie ",48,9,F-Pn lat. 17296,Digital images,f. 35v,2,\N,Joannis Evang. (Dec.27),Matins,Responsory,R12/12,In medio ecclesie,In medio ecclesiae aperuit os (006913),1,MIsit,Intonation,48,1,hj-khg-hijgf-gh-Ijkhg-hijgf-gh-fffd-ef-dc-cdefgh-kjh,\N,No,\N,Completely,6913,2740
